ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",721,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers",7215,Riggers and Cable Splicers
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",722,"Blacksmiths, Toolmakers and Related Trades Workers",7221,"Blacksmiths, Hammersmiths and Forging Press Workers"
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",722,"Blacksmiths, Toolmakers and Related Trades Workers",7222,Toolmakers and Related Workers
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",722,"Blacksmiths, Toolmakers and Related Trades Workers",7223,Metal Working Machine Tool Setters and Operators
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",722,"Blacksmiths, Toolmakers and Related Trades Workers",7224,"Metal Polishers, Wheel Grinders and Tool Sharpeners"
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",723,Machinery Mechanics and Repairers,7231,Motor Vehicle Mechanics and Repairers
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",723,Machinery Mechanics and Repairers,7232,Aircraft Engine Mechanics and Repairers
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",723,Machinery Mechanics and Repairers,7233,Agricultural and Industrial Machinery Mechanics and Repairers
ISCO-08,7,Craft and Related Trades Workers,72,"Metal, Machinery and Related Trades Workers",723,Machinery Mechanics and Repairers,7234,Bicycle and Related Repairers
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7311,Precision-instrument Makers and Repairers
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7312,Musical Instrument Makers and Tuners
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7313,Jewellery and Precious Metal Workers
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7314,Potters and Related Workers
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7315,"Glass Makers, Cutters, Grinders and Finishers"
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7316,"Signwriters, Decorative Painters, Engravers and Etchers"
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7317,"Handicraft Workers in Wood, Basketry and Related Materials"
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7318,"Handicraft Workers in Textile, Leather and Related Materials"
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,731,Handicraft Workers,7319,Handicraft Workers Not Elsewhere Classified
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,732,Printing Trades Workers,7321,Pre-press Technicians
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,732,Printing Trades Workers,7322,Printers 
ISCO-08,7,Craft and Related Trades Workers,73,Handicraft and Printing Workers,732,Printing Trades Workers,7323,Print Finishing and Binding Workers
ISCO-08,7,Craft and Related Trades Workers,74,Electrical and Electronics Trades Workers,741,Electrical Equipment Installers and Repairers,7411,Building and Related Electricians
ISCO-08,7,Craft and Related Trades Workers,74,Electrical and Electronics Trades Workers,741,Electrical Equipment Installers and Repairers,7412,Electrical Mechanics and Fitters
ISCO-08,7,Craft and Related Trades Workers,74,Electrical and Electronics Trades Workers,741,Electrical Equipment Installers and Repairers,7413,Electrical Line Installers and Repairers 
ISCO-08,7,Craft and Related Trades Workers,74,Electrical and Electronics Trades Workers,742,Electronics and Telecommunications Installers and Repairers,7421,Electronics Mechanics and Servicers
ISCO-08,7,Craft and Related Trades Workers,74,Electrical and Electronics Trades Workers,742,Electronics and Telecommunications Installers and Repairers,7422,Information and Communications Technology Installers and Servicers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",751,Food Processing and Related Trades Workers,7511,"Butchers, Fishmongers and Related Food Preparers"
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",751,Food Processing and Related Trades Workers,7512,"Bakers, Pastry-cooks and Confectionery Makers"
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",751,Food Processing and Related Trades Workers,7513,Dairy Products Makers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",751,Food Processing and Related Trades Workers,7514,"Fruit, Vegetable and Related Preservers"
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",751,Food Processing and Related Trades Workers,7515,Food and Beverage Tasters and Graders
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",751,Food Processing and Related Trades Workers,7516,Tobacco Preparers and Tobacco Products Makers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",752,"Wood Treaters, Cabinet-makers and Related Trades Workers",7521,Wood Treaters
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",752,"Wood Treaters, Cabinet-makers and Related Trades Workers",7522,Cabinet-makers and Related Workers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",752,"Wood Treaters, Cabinet-makers and Related Trades Workers",7523,Woodworking Machine Tool Setters and Operators
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7531,"Tailors, Dressmakers, Furriers and Hatters"
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7532,Garment and Related Patternmakers and Cutters
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7533,"Sewing, Embroidery and Related Workers"
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7534,Upholsterers and Related Workers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7535,"Pelt Dressers, Tanners and Fellmongers"
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7536,Shoemakers and Related Workers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7541,Underwater Divers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7542,Shotfirers and Blasters
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7543,Product Graders and Testers (excluding Foods and Beverages)
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7544,Fumigators and Other Pest and Weed Controllers
ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7549,Craft and Related Workers Not Elsewhere Classified
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8111,Miners and Quarriers
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8112,Mineral and Stone Processing Plant Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8113,Well Drillers and Borers and Related Workers
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8114,"Cement, Stone and Other Mineral Products Machine Operators"
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,812,Metal Processing and Finishing Plant Operators,8121,Metal Processing Plant Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,812,Metal Processing and Finishing Plant Operators,8122,"Metal Finishing, Plating and Coating Machine Operators"
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,813,Chemical and Photographic Products Plant and Machine Operators,8131,Chemical Products Plant and Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,813,Chemical and Photographic Products Plant and Machine Operators,8132,Photographic Products Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,814,"Rubber, Plastic and Paper Products Machine Operators",8141,Rubber Products Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,814,"Rubber, Plastic and Paper Products Machine Operators",8142,Plastic Products Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,814,"Rubber, Plastic and Paper Products Machine Operators",8143,Paper Products Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8151,"Fibre Preparing, Spinning and Winding Machine Operators"
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8152,Weaving and Knitting Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8153,Sewing Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8154,"Bleaching, Dyeing and Fabric Cleaning Machine Operators"
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8155,Fur and Leather Preparing Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8156,Shoemaking and Related Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8157,Laundry Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8159,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified"
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,816,Food and Related Products Machine Operators,8160,Food and Related Products Machine Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,817,Wood Processing and Papermaking Plant Operators,8171,Pulp and Papermaking Plant Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,817,Wood Processing and Papermaking Plant Operators,8172,Wood Processing Plant Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8181,Glass and Ceramics Plant Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8182,Steam Engine and Boiler Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8183,"Packing, Bottling and Labelling Machine Operators"
ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8189,Stationary Plant and Machine Operators Not Elsewhere Classified
ISCO-08,8,Plant and Machine Operators and Assemblers,82,Assemblers,821,Assemblers,8211,Mechanical Machinery Assemblers
ISCO-08,8,Plant and Machine Operators and Assemblers,82,Assemblers,821,Assemblers,8212,Electrical and Electronic Equipment Assemblers
ISCO-08,8,Plant and Machine Operators and Assemblers,82,Assemblers,821,Assemblers,8219,Assemblers Not Elsewhere Classified
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,831,Locomotive Engine Drivers and Related Workers,8311,Locomotive Engine Drivers
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,831,Locomotive Engine Drivers and Related Workers,8312,"Railway Brake, Signal and Switch Operators"
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,832,"Car, Van and Motorcycle Drivers",8321,Motorcycle Drivers
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,832,"Car, Van and Motorcycle Drivers",8322,"Car, Taxi and Van Drivers"
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,833,Heavy Truck and Bus Drivers,8331,Bus and Tram Drivers
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,833,Heavy Truck and Bus Drivers,8332,Heavy Truck and Lorry Drivers
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8341,Mobile Farm and Forestry Plant Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8342,Earthmoving and Related Plant Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8343,"Crane, Hoist and Related Plant Operators"
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8344,Lifting Truck Operators
ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,835,Ships’ Deck Crews and Related Workers,8350,Ships’ Deck Crews and Related Workers
ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,911,"Domestic, Hotel and Office Cleaners and Helpers",9111,Domestic Cleaners and Helpers
ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,911,"Domestic, Hotel and Office Cleaners and Helpers",9112,"Cleaners and Helpers in Offices, Hotels and Other Establishments"
ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9121,Hand Launderers and Pressers
ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9122,Vehicle Cleaners
ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9123,Window Cleaners
ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9129,Other Cleaning Workers
ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9211,Crop Farm Labourers
ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9212,Livestock Farm Labourers
ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9213,Mixed Crop and Livestock Farm Labourers
ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9214,Garden and Horticultural Labourers
ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9215,Forestry Labourers
ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9216,Fishery and Aquaculture Labourers
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",931,Mining and Construction Labourers,9311,Mining and Quarrying Labourers
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",931,Mining and Construction Labourers,9312,Civil Engineering Labourers
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",931,Mining and Construction Labourers,9313,Building Construction Labourers
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",932,Manufacturing Labourers,9321,Hand Packers
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",932,Manufacturing Labourers,9329,Manufacturing Labourers Not Elsewhere Classified
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9331,Hand and Pedal Vehicle Drivers
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9332,Drivers of Animal-drawn Vehicles and Machinery
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9333,Freight Handlers
ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9334,Shelf Fillers
ISCO-08,9,Elementary Occupations,94,Food Preparation Assistants,941,Food Preparation Assistants,9411,Fast Food Preparers
ISCO-08,9,Elementary Occupations,94,Food Preparation Assistants,941,Food Preparation Assistants,9412,Kitchen Helpers
ISCO-08,9,Elementary Occupations,95,Street and Related Sales and Services Workers,951,Street and Related Services Workers,9510,Street and Related Services Workers
ISCO-08,9,Elementary Occupations,95,Street and Related Sales and Services Workers,952,Street Vendors (excluding Food),9520,Street Vendors (excluding Food)
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,961,Refuse Workers,9611,Garbage and Recycling Collectors
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,961,Refuse Workers,9612,Refuse Sorters
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,961,Refuse Workers,9613,Sweepers and Related Labourers
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9621,"Messengers, Package Deliverers and Luggage Porters"
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9622,Odd-job Persons
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9623,Meter Readers and Vending-machine Collectors
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9624,Water and Firewood Collectors
ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9629,Elementary Workers Not Elsewhere Classified
ISCO-08,0,Armed Forces Occupations,01,Commissioned Armed Forces Officers,011,Commissioned Armed Forces Officers,0110,Commissioned Armed Forces Officers
ISCO-08,0,Armed Forces Occupations,02,Non-commissioned Armed Forces Officers,021,Non-commissioned Armed Forces Officers,0210,Non-commissioned Armed Forces Officers
ISCO-08,0,Armed Forces Occupations,03,"Armed Forces Occupations, Other Ranks",031,"Armed Forces Occupations, Other Ranks",0310,"Armed Forces Occupations, Other Ranks"
ISCO-88,1,"Legislators, Senior Officials and Managers ",11,Legislators and Senior Officials ,111,Legislators ,1110,Legislators 
ISCO-88,1,"Legislators, Senior Officials and Managers ",11,Legislators and Senior Officials ,112,Senior Government Officials ,1120,Senior government officials 
ISCO-88,1,"Legislators, Senior Officials and Managers ",11,Legislators and Senior Officials ,113,Traditional Chiefs and Heads of Villages ,1130,Traditional chiefs and heads of villages 
ISCO-88,1,"Legislators, Senior Officials and Managers ",11,Legislators and Senior Officials ,114,Senior Officials of Special-Interest Organisations ,1141,Senior officials of political-party organisations 
ISCO-88,1,"Legislators, Senior Officials and Managers ",11,Legislators and Senior Officials ,114,Senior Officials of Special-Interest Organisations ,1142,"Senior officials of employers', workers' and other economic-interest organisations "
ISCO-88,1,"Legislators, Senior Officials and Managers ",11,Legislators and Senior Officials ,114,Senior Officials of Special-Interest Organisations ,1143,Senior officials of humanitarian and other special-interest organisations 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,121,Directors and Chief Executives ,1210,Directors and chief executives 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1221,"Production and operations department managers in agriculture, hunting, forestry and fishing "
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1222,Production and operations department managers in manufacturing 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1223,Production and operations department managers in construction 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1224,Production and operations department managers in wholesale and retail trade 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1225,Production and operations department managers in restaurants and hotels 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1226,"Production and operations department managers in transport, storage and communications "
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1227,Production and operations department managers in business services 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1228,"Production and operations department managers in personal care, cleaning and related services "
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,122,Production and Operations Department Managers ,1229,Production and operations department managers not elsewhere classified 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1231,Finance and administration department managers 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1232,Personnel and industrial relations department managers 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1233,Sales and marketing department managers 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1234,Advertising and public relations department managers 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1235,Supply and distribution department managers 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1236,Computing services department managers 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1237,Research and development department managers 
ISCO-88,1,"Legislators, Senior Officials and Managers ",12,Corporate Managers ,123,Other Department Managers ,1239,Other department managers not elsewhere classified 
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1311,"General managers in agriculture, hunting, forestry/ and fishing "
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1312,General managers in manufacturing 
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1313,General managers in construction 
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1314,General managers in wholesale and retail trade 
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1315,General managers of restaurants and hotels 
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1316,"General managers in transport, storage and communications "
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1317,General managers of business services 
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1318,"General managers in personal care, cleaning and related services "
ISCO-88,1,"Legislators, Senior Officials and Managers ",13,General Managers ,131,General Managers ,1319,General managers not elsewhere classified 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",211,"Physicists, Chemists and Related Professionals ",2111,Physicists and astronomers 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",211,"Physicists, Chemists and Related Professionals ",2112,Meteorologists 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",211,"Physicists, Chemists and Related Professionals ",2113,Chemists 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",211,"Physicists, Chemists and Related Professionals ",2114,Geologists and geophysicists 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",212,"Mathematicians, Statisticians and Related Professionals ",2121,Mathematicians and related professionals 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",212,"Mathematicians, Statisticians and Related Professionals ",2122,Statisticians 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",213,Computing Professionals ,2131,Computer systems designers and analysts 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",213,Computing Professionals ,2132,Computer programmers 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",213,Computing Professionals ,2139,Computing professionals not elsewhere classified 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2141,"Architects, town and traffic planners "
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2142,Civil engineers 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2143,Electrical engineers 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2144,Electronics and telecommunications engineers 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2145,Mechanical engineers 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2146,Chemical engineers 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2147,"Mining engineers, metallurgists and related professionals "
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2148,Cartographers and surveyors 
ISCO-88,2,Professionals ,21,"Physical, Mathematical and Engineering Science Professionals ",214,"Architects, Engineers and Related Professionals ",2149,"Architects, engineers and related professionals not elsewhere classified "
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,221,Life Science Professionals ,2211,"Biologists, botanists, zoologists and related professionals "
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,221,Life Science Professionals ,2212,"Pharmacologists, pathologists and related professionals "
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,221,Life Science Professionals ,2213,Agronomists and related professionals 
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,222,Health Professionals (Except Nursing) ,2221,Medical doctors 
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,222,Health Professionals (Except Nursing) ,2222,Dentists 
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,222,Health Professionals (Except Nursing) ,2223,Veterinarians 
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,222,Health Professionals (Except Nursing) ,2224,Pharmacists 
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,222,Health Professionals (Except Nursing) ,2229,Health professionals (except nursing) not elsewhere classified 
